PLANE,0,0,550,500
VIEWBOX,100,100,300,300
RENDERBOX,-200,-200,950,900
HERO,200,200,20,20
null,0,0,50,20
GRASS,-691,-853,50,30
GRASS,-510,358,50,30
GRASS,-371,222,50,30
GRASS,-705,384,50,30
GRASS,-474,480,50,30
GRASS,718,543,50,30
GRASS,-252,535,50,30
GRASS,520,-831,50,30
GRASS,682,-652,50,30
GRASS,937,219,50,30
GRASS,-667,915,50,30
GRASS,700,-910,50,30
GRASS,161,-226,50,30
GRASS,-693,-387,50,30
GRASS,-312,-266,50,30
GRASS,558,245,50,30
GRASS,656,756,50,30
GRASS,-27,977,50,30
GRASS,62,180,50,30
GRASS,620,576,50,30
GRASS,357,862,50,30
GRASS,877,843,50,30
GRASS,-530,883,50,30
GRASS,-914,-754,50,30
GRASS,-991,916,50,30
GRASS,865,-114,50,30
GRASS,-605,-451,50,30
GRASS,-768,-974,50,30
GRASS,141,-255,50,30
GRASS,-512,984,50,30
GRASS,-307,160,50,30
GRASS,760,935,50,30
GRASS,784,440,50,30
GRASS,-155,218,50,30
GRASS,541,82,50,30
GRASS,722,840,50,30
GRASS,218,280,50,30
GRASS,-73,937,50,30
GRASS,579,285,50,30
GRASS,941,-412,50,30
GRASS,863,617,50,30
GRASS,603,477,50,30
GRASS,-352,259,50,30
GRASS,943,359,50,30
GRASS,637,-107,50,30
GRASS,-267,382,50,30
GRASS,-886,-427,50,30
GRASS,518,-966,50,30
GRASS,-845,-488,50,30
GRASS,160,-815,50,30
GRASS,-468,855,50,30
GRASS,-872,721,50,30
GRASS,821,-68,50,30
GRASS,-149,-955,50,30
GRASS,359,520,50,30
GRASS,-49,178,50,30
GRASS,-748,436,50,30
GRASS,-626,-173,50,30
GRASS,160,758,50,30
GRASS,24,458,50,30
GRASS,-386,-607,50,30
GRASS,844,-35,50,30
GRASS,137,-745,50,30
GRASS,-108,83,50,30
GRASS,-654,120,50,30
GRASS,119,438,50,30
GRASS,-105,139,50,30
GRASS,558,-50,50,30
GRASS,-270,-808,50,30
GRASS,-386,-432,50,30
GRASS,703,224,50,30
GRASS,540,344,50,30
GRASS,921,-230,50,30
GRASS,-913,516,50,30
GRASS,125,-194,50,30
GRASS,841,-293,50,30
GRASS,-654,-14,50,30
GRASS,-169,-472,50,30
GRASS,658,421,50,30
GRASS,962,-451,50,30
GRASS,-449,583,50,30
GRASS,-127,40,50,30
GRASS,605,-830,50,30
GRASS,-507,944,50,30
GRASS,-194,20,50,30
GRASS,-514,-965,50,30
GRASS,-409,745,50,30
GRASS,-992,-432,50,30
GRASS,-494,45,50,30
GRASS,-788,240,50,30
GRASS,-89,-812,50,30
GRASS,-489,136,50,30
GRASS,-47,-351,50,30
GRASS,-847,581,50,30
GRASS,-288,-869,50,30
GRASS,724,-589,50,30
GRASS,-528,-787,50,30
GRASS,-754,440,50,30
GRASS,544,-872,50,30
GRASS,-554,-52,50,30
