PLANE,0,0,550,500
VIEWBOX,100,100,300,300
RENDERBOX,-200,-200,950,900
HERO,200,200,20,20
null,0,0,50,20
GRASS,40,-573,50,30
GRASS,755,-227,50,30
GRASS,195,298,50,30
GRASS,657,262,50,30
GRASS,-793,560,50,30
GRASS,759,141,50,30
GRASS,542,340,50,30
GRASS,60,379,50,30
GRASS,276,-511,50,30
GRASS,-705,-706,50,30
GRASS,897,-408,50,30
GRASS,376,-186,50,30
GRASS,-190,505,50,30
GRASS,80,359,50,30
GRASS,923,-190,50,30
GRASS,-791,-612,50,30
GRASS,-686,621,50,30
GRASS,-8,640,50,30
GRASS,-385,-168,50,30
GRASS,-847,637,50,30
GRASS,179,257,50,30
GRASS,-711,804,50,30
GRASS,904,-290,50,30
GRASS,961,-889,50,30
GRASS,-713,-895,50,30
GRASS,-214,-710,50,30
GRASS,755,-973,50,30
GRASS,-111,-52,50,30
GRASS,-173,884,50,30
GRASS,-428,-889,50,30
GRASS,638,-629,50,30
GRASS,398,-627,50,30
GRASS,902,-86,50,30
GRASS,965,936,50,30
GRASS,584,-189,50,30
GRASS,516,801,50,30
GRASS,-512,444,50,30
GRASS,297,-607,50,30
GRASS,444,-314,50,30
GRASS,325,441,50,30
GRASS,960,-834,50,30
GRASS,-130,-286,50,30
GRASS,-611,-270,50,30
GRASS,44,496,50,30
GRASS,163,758,50,30
GRASS,97,697,50,30
GRASS,-929,-653,50,30
GRASS,-791,317,50,30
GRASS,724,721,50,30
GRASS,145,19,50,30
GRASS,-935,437,50,30
GRASS,464,659,50,30
GRASS,565,-371,50,30
GRASS,-208,-793,50,30
GRASS,-887,-46,50,30
GRASS,-186,405,50,30
GRASS,-508,743,50,30
GRASS,62,264,50,30
GRASS,-234,402,50,30
GRASS,-828,-253,50,30
GRASS,119,-171,50,30
GRASS,442,61,50,30
GRASS,464,-170,50,30
GRASS,-328,-915,50,30
GRASS,-355,720,50,30
GRASS,-806,343,50,30
GRASS,504,640,50,30
GRASS,-795,-574,50,30
GRASS,820,200,50,30
GRASS,-347,-828,50,30
GRASS,-95,-968,50,30
GRASS,-649,-634,50,30
GRASS,681,119,50,30
GRASS,-132,-326,50,30
GRASS,818,720,50,30
GRASS,277,18,50,30
GRASS,538,-128,50,30
GRASS,456,-694,50,30
GRASS,-706,938,50,30
GRASS,943,-553,50,30
GRASS,-813,815,50,30
GRASS,802,-332,50,30
GRASS,599,178,50,30
GRASS,937,-192,50,30
GRASS,438,-913,50,30
GRASS,998,640,50,30
GRASS,-690,224,50,30
GRASS,-214,-107,50,30
GRASS,918,-267,50,30
GRASS,-453,60,50,30
GRASS,920,-448,50,30
GRASS,998,-910,50,30
GRASS,-47,-129,50,30
GRASS,-566,-613,50,30
GRASS,-154,-6,50,30
GRASS,-95,-532,50,30
GRASS,837,-627,50,30
GRASS,-688,63,50,30
GRASS,320,340,50,30
GRASS,901,-531,50,30
