PLANE,0,0,550,500
VIEWBOX,100,100,300,300
RENDERBOX,-200,-200,950,900
HERO,200,200,20,20
null,0,0,50,20
GRASS,700,-510,50,30
GRASS,-389,-170,50,30
GRASS,-951,-367,50,30
GRASS,-735,-995,50,30
GRASS,381,561,50,30
GRASS,-732,22,50,30
GRASS,-86,864,50,30
GRASS,197,-267,50,30
GRASS,-252,-410,50,30
GRASS,723,-629,50,30
GRASS,2,-405,50,30
GRASS,744,-947,50,30
GRASS,-767,202,50,30
GRASS,818,696,50,30
GRASS,743,924,50,30
GRASS,-214,-533,50,30
GRASS,-730,217,50,30
GRASS,-690,560,50,30
GRASS,-867,-772,50,30
GRASS,-172,883,50,30
GRASS,324,-966,50,30
GRASS,637,16,50,30
GRASS,-29,365,50,30
GRASS,115,704,50,30
GRASS,883,835,50,30
GRASS,181,-13,50,30
GRASS,740,-706,50,30
GRASS,-693,897,50,30
GRASS,597,-767,50,30
GRASS,-814,998,50,30
GRASS,118,882,50,30
GRASS,-554,-153,50,30
GRASS,561,-652,50,30
GRASS,162,916,50,30
GRASS,-667,859,50,30
GRASS,695,-430,50,30
GRASS,863,420,50,30
GRASS,36,-147,50,30
GRASS,-389,157,50,30
GRASS,397,223,50,30
GRASS,-609,-12,50,30
GRASS,-113,-890,50,30
GRASS,784,240,50,30
GRASS,144,757,50,30
GRASS,96,-708,50,30
GRASS,-234,-768,50,30
GRASS,-533,702,50,30
GRASS,120,-512,50,30
GRASS,-527,500,50,30
GRASS,560,677,50,30
GRASS,-925,580,50,30
GRASS,144,-708,50,30
GRASS,956,-494,50,30
GRASS,79,139,50,30
GRASS,-310,378,50,30
GRASS,-170,658,50,30
GRASS,403,-514,50,30
GRASS,184,-685,50,30
GRASS,-147,-630,50,30
GRASS,-706,-129,50,30
GRASS,284,-392,50,30
GRASS,-332,45,50,30
GRASS,444,-90,50,30
GRASS,-769,102,50,30
GRASS,-614,643,50,30
GRASS,-10,140,50,30
GRASS,-630,877,50,30
GRASS,-231,582,50,30
GRASS,-633,477,50,30
GRASS,501,179,50,30
GRASS,-174,157,50,30
GRASS,-688,-346,50,30
GRASS,798,355,50,30
GRASS,184,-353,50,30
GRASS,-489,195,50,30
GRASS,-191,779,50,30
GRASS,-308,560,50,30
GRASS,356,-905,50,30
GRASS,936,859,50,30
GRASS,-473,-193,50,30
GRASS,-590,-469,50,30
GRASS,-828,-605,50,30
GRASS,964,-910,50,30
GRASS,522,262,50,30
GRASS,-426,502,50,30
GRASS,755,881,50,30
GRASS,699,655,50,30
GRASS,624,-486,50,30
GRASS,636,941,50,30
GRASS,477,141,50,30
GRASS,521,802,50,30
GRASS,225,-813,50,30
GRASS,505,85,50,30
GRASS,-314,-49,50,30
GRASS,442,-587,50,30
GRASS,240,821,50,30
GRASS,-370,444,50,30
GRASS,600,-774,50,30
GRASS,-331,525,50,30
GRASS,-668,-106,50,30
