PLANE,0,0,550,500
VIEWBOX,100,100,300,300
RENDERBOX,-200,-200,950,900
HERO,200,200,20,20
null,0,0,50,10
GRASS,616,23,50,30
GRASS,-274,23,50,30
GRASS,-452,-714,50,30
GRASS,-849,382,50,30
GRASS,538,743,50,30
GRASS,784,-267,50,30
GRASS,-833,-66,50,30
GRASS,856,600,50,30
GRASS,977,-346,50,30
GRASS,443,-432,50,30
GRASS,-89,23,50,30
GRASS,444,935,50,30
GRASS,583,-526,50,30
GRASS,-774,55,50,30
GRASS,337,-590,50,30
GRASS,39,-429,50,30
GRASS,996,317,50,30
GRASS,-774,-290,50,30
GRASS,477,459,50,30
GRASS,760,-851,50,30
GRASS,982,-353,50,30
GRASS,-490,-113,50,30
GRASS,958,104,50,30
GRASS,804,-112,50,30
GRASS,-468,-891,50,30
GRASS,83,-375,50,30
GRASS,-391,723,50,30
GRASS,178,-773,50,30
GRASS,-710,-591,50,30
GRASS,-390,-993,50,30
GRASS,899,-688,50,30
GRASS,437,583,50,30
GRASS,97,-352,50,30
GRASS,316,896,50,30
GRASS,304,385,50,30
GRASS,358,278,50,30
GRASS,315,698,50,30
GRASS,-593,539,50,30
GRASS,-511,-590,50,30
GRASS,-734,85,50,30
GRASS,858,497,50,30
GRASS,-709,-74,50,30
GRASS,718,-790,50,30
GRASS,700,640,50,30
GRASS,138,-26,50,30
GRASS,-55,502,50,30
GRASS,-292,-65,50,30
GRASS,283,278,50,30
GRASS,-674,-666,50,30
GRASS,600,-407,50,30
GRASS,-449,459,50,30
GRASS,84,905,50,30
GRASS,-93,720,50,30
GRASS,-633,-73,50,30
GRASS,83,955,50,30
GRASS,282,898,50,30
GRASS,941,-153,50,30
GRASS,383,104,50,30
GRASS,-365,-471,50,30
GRASS,377,759,50,30
GRASS,541,-248,50,30
GRASS,557,844,50,30
GRASS,978,503,50,30
GRASS,357,462,50,30
GRASS,-375,-470,50,30
GRASS,-109,201,50,30
GRASS,-88,-332,50,30
GRASS,202,-705,50,30
GRASS,-745,-33,50,30
GRASS,782,699,50,30
GRASS,437,-909,50,30
GRASS,916,-533,50,30
GRASS,-692,-973,50,30
GRASS,224,842,50,30
GRASS,-147,844,50,30
GRASS,-493,-29,50,30
GRASS,-406,702,50,30
GRASS,740,124,50,30
GRASS,-112,122,50,30
GRASS,516,-28,50,30
GRASS,-629,360,50,30
GRASS,960,-253,50,30
GRASS,-93,-447,50,30
GRASS,298,77,50,30
GRASS,777,-446,50,30
GRASS,-994,-450,50,30
GRASS,-869,-368,50,30
GRASS,-746,79,50,30
GRASS,781,524,50,30
GRASS,-866,-873,50,30
GRASS,-68,560,50,30
GRASS,-372,-333,50,30
GRASS,-866,1,50,30
GRASS,-274,517,50,30
GRASS,-530,-926,50,30
GRASS,135,-946,50,30
GRASS,-786,-273,50,30
GRASS,-985,-174,50,30
GRASS,-330,-405,50,30
GRASS,-26,-787,50,30
